# x  y  sigma_y
0.000000000000000000e+00 -1.657868207750233802e-01 1.228747258267155917e+00
2.040816326530612290e-01 -4.339314016280632624e-01 8.266541277024627155e-01
4.081632653061224580e-01 4.050287600578014735e-01 1.330317503893658992e+00
6.122448979591836871e-01 1.248286983635208180e+00 1.136841634871236684e+00
8.163265306122449161e-01 4.389922958862400026e-01 4.130128174651794271e-01
1.020408163265306145e+00 1.080864982632363747e+00 1.470746821964107109e+00
1.224489795918367374e+00 1.490489531212684460e+00 1.213367642388423429e+00
1.428571428571428603e+00 1.777126330632083917e+00 1.243277166332344530e+00
1.632653061224489832e+00 2.956790609724605723e+00 4.537363592106550270e-01
1.836734693877551061e+00 4.848279781535155486e+00 8.404631254746804947e-01
2.040816326530612290e+00 3.457033321196782083e+00 7.449576290790974609e-01
2.244897959183673741e+00 5.979568178531009082e+00 1.412117986618322218e+00
2.448979591836734748e+00 3.317338671009259166e+00 1.072638144096797364e+00
2.653061224489795755e+00 5.201550895191141777e+00 1.287313935924995878e+00
2.857142857142857206e+00 6.278283486352918885e+00 8.320970385927973778e-01
3.061224489795918657e+00 6.988782819809308933e+00 5.726864661417322422e-01
3.265306122448979664e+00 7.849955809589610922e+00 9.655017444190017173e-01
3.469387755102040671e+00 7.972228650741031153e+00 3.765807073250103665e-01
3.673469387755102122e+00 7.732717059415418426e+00 1.293157406391098441e+00
3.877551020408163573e+00 8.204710612465270003e+00 1.057997278946477770e+00
4.081632653061224580e+00 1.024197959327419838e+01 1.209705288102448595e+00
4.285714285714285587e+00 9.575507595637926528e+00 7.254311617558419911e-01
4.489795918367347483e+00 8.355816466342931292e+00 1.464837629273883834e+00
4.693877551020408490e+00 9.180112416528899644e+00 1.371745345586637077e+00
4.897959183673469497e+00 1.011023849045871259e+01 1.234060196488514283e+00
5.102040816326530503e+00 1.202037033381327191e+01 5.335664494223610888e-01
5.306122448979591510e+00 1.238780154226464880e+01 8.600652044724409473e-01
5.510204081632653406e+00 1.301895084077687947e+01 3.525645189446744987e-01
5.714285714285714413e+00 1.307843377926799100e+01 4.851473904810573723e-01
5.918367346938775420e+00 1.397342871871475189e+01 1.119658743890945551e+00
6.122448979591837315e+00 1.505289882780139621e+01 1.193714587089380608e+00
6.326530612244898322e+00 1.436436762324716199e+01 1.461011678921051882e+00
6.530612244897959329e+00 1.564215792995106113e+01 6.909904297657822880e-01
6.734693877551020336e+00 1.534389664410427123e+01 7.445516472418426401e-01
6.938775510204081343e+00 1.603345376938788291e+01 8.634669735309694616e-01
7.142857142857143238e+00 1.665582741183555626e+01 5.273656309011428567e-01
7.346938775510204245e+00 1.682215670082508296e+01 4.559058064025659496e-01
7.551020408163265252e+00 1.830162901429923394e+01 8.708459114711204485e-01
7.755102040816327147e+00 1.811912026462996650e+01 5.722912188610609352e-01
7.959183673469388154e+00 1.891174990198181405e+01 1.103776793619012375e+00
8.163265306122449161e+00 1.980457845229651070e+01 8.245823026467968830e-01
8.367346938775510168e+00 2.049850682871599616e+01 1.299213835269404926e+00
8.571428571428571175e+00 2.118732212670999004e+01 1.140318122402698808e+00
8.775510204081632182e+00 2.087231356882594469e+01 6.748399696584492791e-01
8.979591836734694965e+00 2.089923709528814300e+01 1.298711761674241183e+00
9.183673469387755972e+00 2.185828296046041075e+01 1.265717228996162236e+00
9.387755102040816979e+00 2.117862069129240510e+01 7.649740548362092829e-01
9.591836734693877986e+00 2.204476626059070199e+01 6.459937247162929053e-01
9.795918367346938993e+00 2.200970218841144188e+01 1.118994604769970591e+00
1.000000000000000000e+01 2.353358468660498204e+01 4.677029803311717471e-01
